-0.106082	 0.000000 	 0.011253	  
0.000018	 -0.000000 	 0.000000	  
-0.190965	 -0.000000 	 0.036468	  
0.000018	 0.250000 	 0.062500	  
0.136439	 -0.000000 	 0.018616	  
0.000018	 -0.000001 	 0.000000	  
0.035389	 -0.000001 	 0.001252	  
0.000018	 -0.000001 	 0.000000	  
0.017383	 -0.000001 	 0.000302	  
0.000018	 -0.000001 	 0.000000	  
0.010515	 -0.000001 	 0.000111	  
0.000018	 -0.000001 	 0.000000	  
0.007094	 -0.000001 	 0.000050	  
0.000018	 -0.000001 	 0.000000	  
0.005127	 -0.000002 	 0.000026	  
0.000018	 -0.000002 	 0.000000	  
0.003887	 -0.000002 	 0.000015	  
0.000018	 -0.000002 	 0.000000	  
0.003052	 -0.000002 	 0.000009	  
0.000018	 -0.000002 	 0.000000	  
0.002463	 -0.000002 	 0.000006	  
0.000018	 -0.000002 	 0.000000	  
0.002031	 -0.000002 	 0.000004	  
0.000018	 -0.000003 	 0.000000	  
0.001705	 -0.000003 	 0.000003	  
0.000018	 -0.000003 	 0.000000	  
0.001452	 -0.000003 	 0.000002	  
0.000018	 -0.000003 	 0.000000	  
0.001253	 -0.000003 	 0.000002	  
0.000018	 -0.000003 	 0.000000	  
0.001092	 -0.000003 	 0.000001	  
0.000018	 -0.000003 	 0.000000	  
0.000961	 -0.000004 	 0.000001	  
0.000018	 -0.000004 	 0.000000	  
0.000853	 -0.000004 	 0.000001	  
0.000018	 -0.000004 	 0.000000	  
0.000763	 -0.000004 	 0.000001	  
0.000018	 -0.000004 	 0.000000	  
0.000686	 -0.000004 	 0.000000	  
0.000017	 -0.000004 	 0.000000	  
0.000621	 -0.000004 	 0.000000	  
0.000017	 -0.000004 	 0.000000	  
0.000565	 -0.000005 	 0.000000	  
0.000017	 -0.000005 	 0.000000	  
0.000516	 -0.000005 	 0.000000	  
0.000017	 -0.000005 	 0.000000	  
0.000473	 -0.000005 	 0.000000	  
0.000017	 -0.000005 	 0.000000	  
0.000436	 -0.000005 	 0.000000	  
0.000017	 -0.000005 	 0.000000	  
0.000403	 -0.000005 	 0.000000	  
0.000017	 -0.000006 	 0.000000	  
0.000374	 -0.000006 	 0.000000	  
0.000017	 -0.000006 	 0.000000	  
0.000348	 -0.000006 	 0.000000	  
0.000017	 -0.000006 	 0.000000	  
0.000325	 -0.000006 	 0.000000	  
0.000017	 -0.000006 	 0.000000	  
0.000304	 -0.000006 	 0.000000	  
0.000017	 -0.000006 	 0.000000	  
0.000286	 -0.000006 	 0.000000	  
0.000017	 -0.000007 	 0.000000	  
0.000269	 -0.000007 	 0.000000	  
0.000017	 -0.000007 	 0.000000	  
0.000253	 -0.000007 	 0.000000	  
0.000017	 -0.000007 	 0.000000	  
0.000239	 -0.000007 	 0.000000	  
0.000016	 -0.000007 	 0.000000	  
0.000226	 -0.000007 	 0.000000	  
0.000016	 -0.000007 	 0.000000	  
0.000215	 -0.000008 	 0.000000	  
0.000016	 -0.000008 	 0.000000	  
0.000204	 -0.000008 	 0.000000	  
0.000016	 -0.000008 	 0.000000	  
0.000194	 -0.000008 	 0.000000	  
0.000014	 -0.000007 	 0.000000	  
0.000186	 -0.000005 	 0.000000	  
